Code,Stock,Company,Market Type,Shariah,Sector
1066,RHBBANK,RHB BANK BERHAD,MAIN,NS,Banking
5278,RHONEMA,RHONE MA HOLDINGS BERHAD,MAIN,NS,Agricultural Products
0219,RL,RESERVOIR LINK ENERGY BHD,ACE,S,"Energy Infrastructure, Equipment & Services "
9741,ROHAS,ROHAS TECNIC BERHAD,MAIN,S,Industrial Engineering
03036,RPLANET,REDPLANET BERHAD,LEAP,NS,Digital Services
5113,RSAWIT,RIMBUNAN SAWIT BERHAD,MAIN,S,Plantation
5270,RSENA,RED SENA BERHAD,MAIN,NS,Special Purpose Acquisition Company
7803,RUBEREX,RUBBEREX CORPORATION (M) BERHAD,MAIN,S,"Industrial Materials, Components & Equipment "
2542,RVIEW,RIVERVIEW RUBBER ESTATES BERHAD,MAIN,S,Plantation
8745,S&FCAP,S & F CAPITAL BERHAD,MAIN,S,Wood & Wood Products
5134,SAB,SOUTHERN ACIDS (M) BERHAD,MAIN,S,Chemicals
8567,SALCON,SALCON BERHAD,MAIN,S,"Gas, Water & Multi-utilities "
0183,SALUTE,SALUTICA BERHAD,MAIN,S,Personal Goods
9822,SAM,SAM ENGINEERING & EQUIPMENT (M) BERHAD,MAIN,S,"Industrial Materials, Components & Equipment "
0223,SAMAIDEN,SAMAIDEN GROUP BERHAD,ACE,S,Industrial Services
5147,SAMCHEM,SAMCHEM HOLDINGS BERHAD,MAIN,NS,Chemicals
0133,SANICHI,SANICHI TECHNOLOGY BERHAD,ACE,S,"Industrial Materials, Components & Equipment "
7811,SAPIND,SAPURA INDUSTRIAL BERHAD,MAIN,S,Auto Parts
5218,SAPNRG,SAPURA ENERGY BERHAD,MAIN,S,"Energy Infrastructure, Equipment & Services "
4596,SAPRES,SAPURA RESOURCES BERHAD,MAIN,S,Property
5252,SASBADI,SASBADI HOLDINGS BERHAD,MAIN,S,Media
5157,SAUDEE,SAUDEE GROUP BERHAD,MAIN,S,Food & Beverages
2569,SBAGAN,SUNGEI BAGAN RUBBER COMPANY (MALAYA) BERHAD,MAIN,NS,Plantation
5207,SBCCORP,SBC CORPORATION BERHAD,MAIN,S,Property
5170,SCABLE,SARAWAK CABLE BERHAD,MAIN,S,"Industrial Materials, Components & Equipment "
0109,SCBUILD,SC ESTATE BUILDER BERHAD,ACE,S,Construction
0158,SCC,SCC HOLDINGS BERHAD,ACE,NS,Consumer Services
0225,SCGBHD,SOUTHERN CABLE GROUP BERHAD,ACE,NS,"Industrial Materials, Components & Equipment "
7247,SCGM,SCGM BHD,MAIN,S,Packaging Materials
9237,SCIB,SARAWAK CONSOLIDATED INDUSTRIES BERHAD,MAIN,S,Building Materials
0099,SCICOM,SCICOM (MSC) BERHAD,MAIN,NS,Industrial Services
4731,SCIENTX,SCIENTEX BERHAD,MAIN,S,Packaging Materials
7239,SCNWOLF,SCANWOLF CORPORATION BERHAD,MAIN,S,Building Materials
7158,SCOMI,SCOMI GROUP BERHAD,MAIN,S,"Energy Infrastructure, Equipment & Services "
7045,SCOMIES,SCOMI ENERGY SERVICES BHD,MAIN,S,"Energy Infrastructure, Equipment & Services "
0001,SCOMNET,SUPERCOMNET TECHNOLOGIES BERHAD,ACE,S,Health Care Equipment & Services
0028,SCOPE,SCOPE INDUSTRIES BERHAD,ACE,S,"Industrial Materials, Components & Equipment "
2224,SDRED,SELANGOR DREDGING BERHAD,MAIN,S,Property
0212,SDS,SDS GROUP BERHAD,ACE,S,Food & Beverages
7073,SEACERA,SEACERA GROUP BERHAD,MAIN,S,Building Materials
4286,SEAL,SEAL INCORPORATED BERHAD,MAIN,S,Property
5145,SEALINK,SEALINK INTERNATIONAL BERHAD,MAIN,S,Transportation Equipment
5163,SEB,SEREMBAN ENGINEERING BERHAD,MAIN,NS,Industrial Engineering
0178,SEDANIA,SEDANIA INNOVATOR BERHAD,ACE,S,Telecommunications Equipment
7053,SEEHUP,SEE HUP CONSOLIDATED BERHAD,MAIN,S,Transportation & Logistics Services
03009,SEERS,SEERS BERHAD,LEAP,S,Household Goods
9792,SEG,SEG INTERNATIONAL BHD,MAIN,S,Consumer Services
5250,SEM,7-ELEVEN MALAYSIA HOLDINGS BERHAD,MAIN,NS,Retailers
5205,SENDAI,EVERSENDAI CORPORATION BERHAD,MAIN,S,Construction
5123,SENTRAL,SENTRAL REIT,MAIN,NS,Real Estate Investment Trusts
5279,SERBADK,SERBA DINAMIK HOLDINGS BERHAD,MAIN,S,"Energy Infrastructure, Equipment & Services "
7180,SERNKOU,SERN KOU RESOURCES BERHAD,MAIN,S,Household Goods
0055,SERSOL,SERSOL BERHAD,ACE,S,Chemicals
03033,SGBHD,SUPERGENICS BERHAD,LEAP,NS,Industrial Services
5517,SHANG,SHANGRI-LA HOTELS (MALAYSIA) BERHAD,MAIN,NS,"Travel, Leisure & Hospitality "
4316,SHCHAN,SIN HENG CHAN (MALAYA) BERHAD,MAIN,S,Plantation
7412,SHH,SHH RESOURCES HOLDINGS BERHAD,MAIN,S,Household Goods
6017,SHL,SHL CONSOLIDATED BHD,MAIN,NS,Property
7246,SIGN,SIGNATURE INTERNATIONAL BERHAD,MAIN,S,Household Goods
4197,SIME,SIME DARBY BERHAD,MAIN,S,Automotive
5285,SIMEPLT,SIME DARBY PLANTATION BERHAD,MAIN,S,Plantation
5288,SIMEPROP,SIME DARBY PROPERTY BERHAD,MAIN,S,Property
9431,SJC,SENI JAYA CORPORATION BERHAD,MAIN,S,Media
7115,SKBSHUT,SKB SHUTTERS CORPORATION BERHAD,MAIN,S,Building Materials
7155,SKPRES,SKP RESOURCES BHD,MAIN,S,"Industrial Materials, Components & Equipment "
03008,SLIC,SL INNOVATION CAPITAL BERHAD,LEAP,S,Digital Services
7248,SLP,SLP RESOURCES BERHAD,MAIN,S,Packaging Materials
0215,SLVEST,SOLARVEST HOLDINGS BERHAD,ACE,S,Industrial Services
9776,SMCAP,SINMAH CAPITAL BERHAD,MAIN,S,Agricultural Products
0203,SMETRIC,SECUREMETRIC BERHAD,ACE,S,Software
4375,SMI,SOUTH MALAYSIA INDUSTRIES BERHAD,MAIN,S,Property
03023,SMILE,SMILE-LINK HEALTHCARE GLOBAL BERHAD,LEAP,S,Health Care Providers
7132,SMISCOR,SMIS CORPORATION BERHAD,MAIN,S,Auto Parts
0117,SMRT,SMRT HOLDINGS BERHAD,ACE,S,Digital Services
0169,SMTRACK,SMTRACK BERHAD,ACE,S,Technology Equipment
7943,SNC,SAND NISKO CAPITAL BERHAD,MAIN,S,Household Goods
5213,SNTORIA,SENTORIA GROUP BERHAD,MAIN,NS,Property
5242,SOLID,SOLID AUTOMOTIVE BERHAD,MAIN,S,Automotive
0093,SOLUTN,SOLUTION GROUP BERHAD,ACE,S,Digital Services
5126,SOP,SARAWAK OIL PALMS BERHAD,MAIN,S,Plantation
0216,SPRING,SPRING ART HOLDINGS BERHAD,ACE,S,Household Goods
7103,SPRITZER,SPRITZER BHD,MAIN,S,Food & Beverages
8664,SPSETIA,S P SETIA BERHAD,MAIN,S,Property
0129,SRIDGE,SILVER RIDGE HOLDINGS BHD,ACE,S,Telecommunications Equipment
5665,SSTEEL,SOUTHERN STEEL BERHAD,MAIN,NS,Metals
6084,STAR,STAR MEDIA GROUP BERHAD,MAIN,S,Media
5006,STELLA,STELLA HOLDINGS BERHAD,MAIN,S,Construction
0080,STRAITS,STRAITS INTER LOGISTICS BERHAD,ACE,S,Transportation & Logistics Services
6904,SUBUR,SUBUR TIASA HOLDINGS BERHAD,MAIN,NS,Wood & Wood Products
7207,SUCCESS,SUCCESS TRANSFORMER CORPORATION BERHAD,MAIN,S,"Industrial Materials, Components & Equipment "
1201,SUMATEC,SUMATEC RESOURCES BERHAD,MAIN,S,Oil & Gas Producers
5263,SUNCON,SUNWAY CONSTRUCTION GROUP BERHAD,MAIN,S,Construction
5176,SUNREIT,SUNWAY REAL ESTATE INVESTMENT TRUST,MAIN,NS,Real Estate Investment Trusts
3743,SUNSURIA,SUNSURIA BERHAD,MAIN,S,Property
5211,SUNWAY,SUNWAY BERHAD,MAIN,S,Diversified Industrials
0148,SUNZEN,SUNZEN BIOTECH BERHAD,ACE,S,Agricultural Products
7235,SUPERLN,SUPERLON HOLDINGS BERHAD,MAIN,S,Building Materials
7106,SUPERMX,SUPERMAX CORPORATION BERHAD,MAIN,S,Health Care Equipment & Services
03018,SUPREME,SUPREME CONSOLIDATED RESOURCES BERHAD,LEAP,S,Consumer Services
6521,SURIA,SURIA CAPITAL HOLDINGS BERHAD,MAIN,S,Transportation & Logistics Services
5135,SWKPLNT,SARAWAK PLANTATION BERHAD,MAIN,S,Plantation
7186,SWSCAP,SWS CAPITAL BERHAD,MAIN,S,Household Goods
9717,SYCAL,SYCAL VENTURES BERHAD,MAIN,NS,Construction
7082,SYF,SYF RESOURCES BERHAD,MAIN,S,Household Goods
1538,SYMLIFE,SYMPHONY LIFE BERHAD,MAIN,S,Property
5173,SYSCORP,SHIN YANG SHIPPING CORPORATION BERHAD,MAIN,S,Transportation & Logistics Services
0050,SYSTECH,SYSTECH BHD,ACE,S,Software
7228,T7GLOBAL,T7 GLOBAL BERHAD,MAIN,S,"Energy Infrastructure, Equipment & Services "
5012,TAANN,TA ANN HOLDINGS BERHAD,MAIN,S,Plantation
7211,TAFI,TAFI INDUSTRIES BERHAD,MAIN,S,Household Goods
6139,TAKAFUL,SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD,MAIN,S,Insurance
2259,TALAMT,TALAM TRANSFORM BERHAD,MAIN,S,Property
8524,TALIWRK,TALIWORKS CORPORATION BERHAD,MAIN,S,"Gas, Water & Multi-utilities "
5191,TAMBUN,TAMBUN INDAH LAND BERHAD,MAIN,S,Property
2429,TANCO,TANCO HOLDINGS BERHAD,MAIN,NS,Property
5149,TAS,TAS OFFSHORE BERHAD,MAIN,NS,Transportation Equipment
5140,TASCO,TASCO BERHAD,MAIN,NS,Transportation & Logistics Services
0211,TASHIN,TASHIN HOLDINGS BERHAD,ACE,S,Metals
7097,TAWIN,TA WIN HOLDINGS BERHAD,MAIN,NS,Metals
4405,TCHONG,TAN CHONG MOTOR HOLDINGS BERHAD,MAIN,NS,Automotive
0221,TCS,TCS GROUP HOLDINGS BERHAD,ACE,S,Construction
0132,TDEX,TECHNODEX BHD,ACE,S,Software
2054,TDM,TDM BERHAD,MAIN,S,Plantation
0084,TECFAST,TECHFAST HOLDINGS BERHAD,ACE,S,"Industrial Materials, Components & Equipment "
7439,TECGUAN,TECK GUAN PERDANA BERHAD,MAIN,NS,Agricultural Products
5289,TECHBND,TECHBOND GROUP BERHAD,MAIN,NS,Chemicals
2739,TECHNAX,TECHNA-X BERHAD,MAIN,S,Other Energy Resources
7200,TEKSENG,TEK SENG HOLDINGS BERHAD,MAIN,S,Household Goods
0230,TELADAN,TELADAN SETIA GROUP BERHAD,ACE,S,Property
5347,TENAGA,TENAGA NASIONAL BHD,MAIN,S,Electricity
7252,TEOSENG,TEO SENG CAPITAL BERHAD,MAIN,S,Agricultural Products
8702,TEXCHEM,TEXCHEM RESOURCES BERHAD,MAIN,NS,Diversified Industrials
0089,TEXCYCL,TEX CYCLE TECHNOLOGY (M) BERHAD,ACE,S,Industrial Services
0145,TFP,TFP SOLUTIONS BERHAD,ACE,S,Digital Services
9369,TGL,TEO GUAN LEE CORPORATION BERHAD,MAIN,S,Personal Goods
7034,TGUAN,THONG GUAN INDUSTRIES BERHAD,MAIN,S,Packaging Materials
9075,THETA,THETA EDGE BERHAD,MAIN,S,Digital Services
7206,THHEAVY,TH HEAVY ENGINEERING BERHAD,MAIN,S,"Energy Infrastructure, Equipment & Services "
5112,THPLANT,TH PLANTATIONS BERHAD,MAIN,S,Plantation
7889,THRIVEN,THRIVEN GLOBAL BERHAD,MAIN,S,Property
7374,TIENWAH,TIEN WAH PRESS HOLDINGS BERHAD,MAIN,NS,Industrial Services
7079,TIGER,TIGER SYNERGY BERHAD,MAIN,S,Property
5031,TIMECOM,TIME DOTCOM BERHAD,MAIN,S,Telecommunications Service Providers
7854,TIMWELL,TIMBERWELL BERHAD,MAIN,S,Wood & Wood Products
5239,TITIJYA,TITIJAYA LAND BERHAD,MAIN,S,Property
4863,TM,TELEKOM MALAYSIA BERHAD,MAIN,S,Telecommunications Service Providers
0101,TMCLIFE,TMC LIFE SCIENCES BERHAD,MAIN,S,Health Care Providers
8397,TNLOGIS,TIONG NAM LOGISTICS HOLDINGS BERHAD,MAIN,NS,Transportation & Logistics Services
7218,TOCEAN,TRANSOCEAN HOLDINGS BHD,MAIN,S,Transportation & Logistics Services
7230,TOMEI,TOMEI CONSOLIDATED BERHAD,MAIN,NS,Retailers
7285,TOMYPAK,TOMYPAK HOLDINGS BERHAD,MAIN,S,Packaging Materials
5010,TONGHER,TONG HERR RESOURCES BERHAD,MAIN,S,Metals
5268,TOPBLDS,TOP BUILDERS CAPITAL BERHAD,MAIN,S,Construction
7113,TOPGLOV,TOP GLOVE CORPORATION BHD,MAIN,S,Health Care Equipment & Services
03013,TOPVISN,TOPVISION EYE SPECIALIST BERHAD,LEAP,NS,Health Care Providers
7173,TOYOVEN,TOYO VENTURES HOLDINGS BERHAD,MAIN,S,Chemicals
7176,TPC,TPC PLUS BERHAD,MAIN,S,Agricultural Products
5054,TRC,TRC SYNERGY BERHAD,MAIN,S,Construction
0199,TRIMODE,TRI-MODE SYSTEM (M) BERHAD,ACE,S,Transportation & Logistics Services
0118,TRIVE,TRIVE PROPERTY GROUP BERHAD,MAIN,S,Technology Equipment
5401,TROP,TROPICANA CORPORATION BERHAD,MAIN,S,Property
9059,TSH,TSH RESOURCES BERHAD,MAIN,S,Plantation
5042,TSRCAP,TSR CAPITAL BERHAD,MAIN,S,Construction
03020,TTV,TT VISION HOLDINGS BERHAD,LEAP,S,Semiconductors
5230,TUNEPRO,TUNE PROTECT GROUP BERHAD,MAIN,NS,Insurance
5167,TURBO,TURBO-MECH BERHAD,MAIN,NS,"Industrial Materials, Components & Equipment "
4359,TURIYA,TURIYA BERHAD,MAIN,NS,Semiconductors
5111,TWRREIT,TOWER REAL ESTATE INVESTMENT TRUST,MAIN,NS,Real Estate Investment Trusts
7100,UCHITEC,UCHI TECHNOLOGIES BERHAD,MAIN,S,"Industrial Materials, Components & Equipment "
0005,UCREST,UCREST BERHAD,ACE,S,Technology Equipment
5148,UEMS,UEM SUNRISE BERHAD,MAIN,S,Property
7133,ULICORP,UNITED U-LI CORPORATION BERHAD,MAIN,S,"Industrial Materials, Components & Equipment "
2593,UMCCA,UNITED MALACCA BERHAD,MAIN,S,Plantation
7137,UMS,UMS HOLDINGS BERHAD,MAIN,S,"Industrial Materials, Components & Equipment "
7227,UMSNGB,UMS-NEIKEN GROUP BERHAD,MAIN,S,"Industrial Materials, Components & Equipment "
4588,UMW,UMW HOLDINGS BERHAD,MAIN,S,Automotive
7091,UNIMECH,UNIMECH GROUP BERHAD,MAIN,S,"Industrial Materials, Components & Equipment "
5005,UNISEM,UNISEM (M) BERHAD,MAIN,S,Semiconductors
03017,UNIWALL,UNI WALL APS HOLDINGS BERHAD,LEAP,S,Construction
5200,UOADEV,UOA DEVELOPMENT BHD,MAIN,S,Property
5110,UOAREIT,UOA REAL ESTATE INVESTMENT TRUST,MAIN,NS,Real Estate Investment Trusts
7757,UPA,UPA CORPORATION BHD,MAIN,S,Consumer Services
03043,UTAMA,UCI RESOURCES BERHAD,LEAP,NS,Building Materials
2089,UTDPLT,UNITED PLANTATIONS BERHAD,MAIN,S,Plantation
5292,UWC,UWC BERHAD,MAIN,S,Semiconductors
7250,UZMA,UZMA BERHAD,MAIN,S,"Energy Infrastructure, Equipment & Services "
0060,VC,VORTEX CONSOLIDATED BERHAD,ACE,S,Technology Equipment
5243,VELESTO,VELESTO ENERGY BERHAD,MAIN,S,"Energy Infrastructure, Equipment & Services "
4995,VERSATL,VERSATILE CREATIVE BERHAD,MAIN,S,Packaging Materials
7240,VERTICE,VERTICE BERHAD,MAIN,S,Construction
0120,VIS,VISDYNAMICS HOLDINGS BERHAD,ACE,S,Semiconductors
0097,VITROX,VITROX CORPORATION BERHAD,MAIN,S,Semiconductors
0069,VIVOCOM,VIVOCOM INTL HOLDINGS BERHAD,ACE,S,Software
7070,VIZIONE,VIZIONE HOLDINGS BERHAD,MAIN,S,Construction
0232,VOLCANO,VOLCANO BERHAD,ACE,NS,Industrial Services
6963,VS,V.S. INDUSTRY BERHAD,MAIN,S,"Industrial Materials, Components & Equipment "
0066,VSOLAR,VSOLAR GROUP BERHAD,ACE,S,Software
5162,VSTECS,VSTECS BERHAD,MAIN,S,Technology Equipment
7203,WANGZNG,WANG-ZHENG BERHAD,MAIN,NS,Household Goods
5016,WARISAN,WARISAN TC HOLDINGS BERHAD,MAIN,S,"Travel, Leisure & Hospitality "
5142,WASEONG,WAH SEONG CORPORATION BERHAD,MAIN,S,"Energy Infrastructure, Equipment & Services "
7226,WATTA,WATTA HOLDING BERHAD,MAIN,S,Auto Parts
3565,WCEHB,WCE HOLDINGS BERHAD,MAIN,NS,Construction
9679,WCT,WCT HOLDINGS BERHAD,MAIN,S,Construction
0197,WEGMANS,WEGMANS HOLDINGS BERHAD,MAIN,S,Household Goods
7231,WELLCAL,WELLCALL HOLDINGS BERHAD,MAIN,S,"Industrial Materials, Components & Equipment "
0162,WIDAD,WIDAD GROUP BERHAD,ACE,S,Construction
7692,WIDETEC,WIDETECH (MALAYSIA) BERHAD,MAIN,NS,Metals
0008,WILLOW,WILLOWGLEN MSC BERHAD,MAIN,NS,Software
6378,WMG,WMG HOLDINGS BERHAD,MAIN,NS,Property
7050,WONG,WONG ENGINEERING CORPORATION BERHAD,MAIN,S,"Industrial Materials, Components & Equipment "
7025,WOODLAN,WOODLANDOR HOLDINGS BHD,MAIN,S,Wood & Wood Products
5246,WPRTS,WESTPORTS HOLDINGS BERHAD,MAIN,S,Transportation & Logistics Services
5009,WTHORSE,WHITE HORSE BERHAD,MAIN,S,Building Materials
4243,WTK,WTK HOLDINGS BERHAD,MAIN,S,Wood & Wood Products
7245,WZSATU,WZ SATU BERHAD,MAIN,S,Metals
5156,XDL,XIDELANG HOLDINGS LTD,MAIN,NS,Personal Goods
5267,XINHWA,XIN HWA HOLDINGS BERHAD,MAIN,S,Transportation & Logistics Services
7121,XL,XL HOLDINGS BERHAD,MAIN,S,Consumer Services
0165,XOX,XOX BHD,ACE,S,Telecommunications Service Providers
7003,Y&G,Y&G CORPORATION BHD,MAIN,S,Property
5048,YB,YB VENTURES BERHAD,MAIN,NS,Building Materials
0025,YBS,YBS INTERNATIONAL BERHAD,ACE,S,"Industrial Materials, Components & Equipment "
0086,YGL,YGL CONVERGENCE BERHAD,ACE,S,Software
7293,YINSON,YINSON HOLDINGS BERHAD,MAIN,S,"Energy Infrastructure, Equipment & Services "
7020,YKGI,YKGI HOLDINGS BERHAD,MAIN,S,Metals
7014,YLI,YLI HOLDINGS BERHAD,MAIN,S,Metals
3158,YNHPROP,YNH PROPERTY BERHAD,MAIN,S,Property
5159,YOCB,YOONG ONN CORPORATION BERHAD,MAIN,S,Household Goods
7066,YONGTAI,YONG TAI BERHAD,MAIN,S,Property
7178,YSPSAH,Y.S.P.SOUTHEAST ASIA HOLDING BERHAD,MAIN,S,Pharmaceuticals
4677,YTL,YTL CORPORATION BERHAD,MAIN,NS,"Gas, Water & Multi-utilities "
6742,YTLPOWR,YTL POWER INTERNATIONAL BHD,MAIN,NS,"Gas, Water & Multi-utilities "
5109,YTLREIT,YTL HOSPITALITY REIT,MAIN,NS,Real Estate Investment Trusts
7028,ZECON,ZECON BERHAD,MAIN,S,Construction
2283,ZELAN,ZELAN BERHAD,MAIN,S,Construction
5131,ZHULIAN,ZHULIAN CORPORATION BERHAD,MAIN,S,Consumer Services
